SignID,写真ID,写真ファイル名,緯度,経度,採集日時,名称,主要言語,補助言語,装飾的言語,設置主体,担体類型,時間性,可読性,来源類型,視認等級,多言語関係,想定受容者,制作品質,位置描述,備考,_status,言説類型,状態,層状性
HAS-S064-a,HAS-20260531-064,HAS-20260531-064.jpg,35.5976306,139.341325,2026-05-31 17:00:05,St.Laviee（エステティックサロン）,日本語,英語,英語（ブランド名：St.Laviee）,商業,建物固定（看板）,,,top-down（標準化）,,平行型,,,,大型の立体文字看板と窓面表示の組み合わせ。窓面には独自エステ、フェイシャル、ブライダルエステなどのメニューと電話番号（0120-50-1107）を表示。金色の立体文字で高級感を演出。,ai,商品・サービス,現役,多層
HAS-S065-a,HAS-20260531-065,HAS-20260531-065.jpg,35.5976028,139.3413556,2026-05-31 17:00:10,セントラヴィ橋本店 美容エステサロン案内看板,日本語,英語,英語(ブランド名・サービス名),商業,移動物体(停車中),,,top-down(標準化),,補完型,,,,フロア案内(2F)、営業時間、電話番号を明記。上部にセントラヴィ橋本店への案内表示あり。黄色いデザインで視認性を確保。サービス内容は日本語、ブランド名・英語表記は装飾的機能。,ai,広告・宣伝,現役,多層
HAS-S066-a,HAS-20260531-066,HAS-20260531-066.jpg,35.5976139,139.3413694,2026-05-31 17:00:13,月極バイク駐車場の案内・禁止事項看板,日本語,—,英語(STOP),商業,移動物体(停車中),,,top-down(標準化),,単言語型,,,,駐車場管理会社(bnパーク)による月極バイク駐輪場の利用規約告示。アイドリング禁止を強調。QRコード付き。連絡先03-3371-7012記載。管理ID:250242。黄色バイク(スーパーカブ)に貼付された状態で撮影。,ai,案内 or 禁止・注意,現役,単層
HAS-S067-a,HAS-20260531-067,HAS-20260531-067.jpg,35.5976139,139.3413694,2026-05-31 17:00:15,St.Laviee（セントラヴィ）ビル案内看板,日本語,英語,英語（ブランド名）,商業,建物固定（看板）,,,top-down（標準化）,,補完型,,,,オレンジと白の配色で視認性を確保。ビル名称は英語（St.Laviee）と日本語カタカナ（セントラヴィ）の併記。所在地は当ビル2Fで、電話番号による問い合わせを促進。都市空間での商業ビル案内の標準的な表現形式。,ai,案内,現役,単層
HAS-S068-a,HAS-20260531-068,HAS-20260531-068.jpg,35.5976111,139.3413694,2026-05-31 17:00:17,速度制限30km/h標識と駐車禁止標識,その他,—,—,行政/公共機関,路面固定,,,top-down(標準化),,単言語型,,,,日本の交通標識。上段は速度制限30km/h、下段は駐車禁止を示す。背景に見える「GARAGE」と「SALE 50% HAWAII」の商業サインは別の看板。典型的な日本の都市言語景観を構成する要素。,ai,禁止・注意,現役,単層
HAS-S069-a,HAS-20260531-069,HAS-20260531-069.jpg,35.597575,139.3413861,2026-05-31 17:00:26,月極有料駐車場案内看板,日本語,—,英語(P),商業,移動物体(停車中),,,top-down(標準化),,単言語型,,,,月極駐車場の案内看板。大きな「P」マークで駐車場を表示。賃貸・売買・管理業務の案内と第一商事株式会社の連絡先(電話番号042-772-2186)を記載。柵に取付された標準的な駐車場看板。,ai,案内,現役,単層
HAS-S070-a,HAS-20260531-070,HAS-20260531-070.jpg,35.5975139,139.3414167,2026-05-31 17:00:37,BAR CAFE LOCO STYLE HAWAII,英語,日本語,英語(ブランド名),商業,建物固定(看板),,,top-down(標準化),,平行型,,,,ハワイアン・バー・カフェの店舗看板。黄色背景に黒文字で強い視認性を確保。背景に日本語の不動産広告看板も見える。,ai,商品・サービス,現役,単層
HAS-S071-a,HAS-20260531-071,HAS-20260531-071.jpg,35.5974417,139.3413694,2026-05-31 17:00:49,LOCO STYLE,英語,日本語,英語(ブランド名),商業,建物固定(看板),,,bottom-up(ローカル自作),,単言語型,,,,オレンジ色の建物に黒と白の楕円形看板。木製の建物に統合された設計。周辺にはヘアサロン「Rolje」など他の商業施設あり。衣料品・雑貨店と思われる。看板は風化が見られるが現役営業中。,ai,商品・サービス,現役,単層
HAS-S072-a,HAS-20260531-072,HAS-20260531-072.jpg,35.5974667,139.3413861,2026-05-31 17:01:06,道路標示・路面マーキング,—,—,—,行政/公共機関,路面固定,,,top-down(標準化),,単言語型,,,,白色の道路区分線と石畳/アスファルト舗装の境界。言語テキストを含まない視覚的道路標示。交通管理目的の非言語サイン。,ai,案内,現役,単層
HAS-S073-a,HAS-20260531-073,HAS-20260531-073.jpg,35.5974472,139.3414,2026-05-31 17:01:10,LOCO STYLE,英語,日本語,英語（ブランド名）,商業,建物固定(看板),,,bottom-up(ローカル自作),,補完型,,,,レストランバー LOCO STYLE。黄色い店舗看板が目立つ。営業時間PM6:00～AM10:00。建物外観の経年劣化が見られ、複数の言語表記や貼り紙が併存。右隣に別の飲食店舗の看板も視認できる。,ai,商品・サービス,古い/劣化,多層
HAS-S074-a,HAS-20260531-074,HAS-20260531-074.jpg,35.5973889,139.3414167,2026-05-31 17:01:20,ヘアサロン Roije,英語,日本語,英語(ブランド名),商業,建物固定(看板),,,top-down(標準化),,補完型,,,,LED照光看板。事業名「Roije」は日本のブランド名。ウェブサイト(www.roije.jp)を記載。日本の都市景観における英語優位の商業看板の典型例。,ai,商品・サービス,現役,単層
HAS-S075-a,HAS-20260531-075,HAS-20260531-075.jpg,35.5973194,139.3414306,2026-05-31 17:01:30,建物番号表示および価格表示,日本語,—,—,行政/公共機関,建物固定(門牌),,,top-down(標準化),,単言語型,,,,緑色の門牌「本町26-7」と赤色の価格表示「0.90 1.0」が並設。赤色表示は不動産価格または駐車料金の可能性がある。建築地を特定する行政標識と商業情報が共存している。,ai,案内,現役,単層
HAS-S076-a,HAS-20260531-076,HAS-20260531-076.jpg,35.5973167,139.3414306,2026-05-31 17:01:33,連結水送水,中文,—,—,個人/非正式,その他,,,bottom-up(ローカル自作),,単言語型,,,,双眼鏡型の水配給機に取り付けられた手書きまたはシール式の中文表示。「連結水送水」は水の供給・配給に関する案内と思われる。非正式な設置物で、都市インフラの補完的機能を示す。,ai,生活情報,現役,単層
HAS-S077-a,HAS-20260531-077,HAS-20260531-077.jpg,35.5973083,139.3414167,2026-05-31 17:01:38,赤色価格表示看板（0.90 1.0の数字表示）,日本語,—,—,行政/公共機関,建物固定(看板),,,top-down(標準化),,単言語型,,,,建築資材展示エリア内のピンク色標準看板。数字は寸法や価格を示唆。下方には複数のユーティリティマンホール（排水・給水等）が存在し、都市インフラとしての言語景観を形成。看板は劣化が見られ、かなり経年使用されている。,ai,案内,古い/劣化,単層
HAS-S078-a,HAS-20260531-078,HAS-20260531-078.jpg,35.5972972,139.3414306,2026-05-31 17:01:42,ごみ・資源集積場所（相模原市）,日本語,—,—,行政/公共機関,建物固定(看板),,,top-down(標準化),,単言語型,,,,相模原市のごみ分別案内。一般ごみ(週2回・水土)、資源ごみ(週1回・火)、容器包装プラ(週1回・金)の収集日を記載。ピクトグラムと文字情報で構成。不法投棄への警告文も含む。設置位置はコンクリートブロック壁面。,ai,生活情報,現役,多層
HAS-S079-a,HAS-20260531-079,HAS-20260531-079.jpg,35.5973056,139.3414306,2026-05-31 17:01:44,入居者専用ゴミ置き場,日本語,—,—,個人/非正式,貼付物(ポスター),,,bottom-up(ローカル自作),,単言語型,,,,赤色背景の目立つフォーマット。入居者以外のゴミ捨てを禁止し、曜日・ルール遵守を呼びかける管理看板。集合住宅のゴミ置き場に設置された典型的なコミュニティ管理標識。,ai,禁止・注意,現役,単層
HAS-S080-a,HAS-20260531-080,HAS-20260531-080.jpg,35.5972972,139.3414472,2026-05-31 17:01:48,イーアイハイツ III 竣工銘板,日本語,—,—,商業,建物固定(門牌),,,top-down(標準化),,単言語型,,,,黒色プレートに白文字で建物名称、竣工年月日（平成20年3月吉日）、建築主（安西エイ子）、施工者（株式会社クラスト）の情報を記載。レンガ造建物に固定されたメモリアルプレート。,ai,案内,現役,単層
HAS-S081-a,HAS-20260531-081,HAS-20260531-081.jpg,35.5972139,139.3414306,2026-05-31 17:01:58,お部屋探しはテクトピア相模原,日本語,—,英語(ブランド名・URL),商業,路面固定,,,top-down(標準化),,単言語型,,,,不動産仲介企業のサイン。赤と白のコントラストで視認性を高めている。キャラクター(ウサギとネコのマスコット)を使用した親しみやすい設計。QRコード、電話番号、URLを記載。フェンス標識タイプで路上設置。,ai,広告・宣伝,現役,単層
HAS-S082-a,HAS-20260531-082,HAS-20260531-082.jpg,35.5971972,139.3414917,2026-05-31 17:02:07,レインボー・ハウス（管理コンサルタント企業の看板）,日本語,—,英語（ブランド名：Rainbow House）,商業,建物固定（看板）,,,bottom-up（ローカル自作）,,単言語型,,,,有限会社レインボー・ハウスの営業看板。上部に「管 理」の大型文字、下部にカラフルなレインボーライン装飾。電話番号74-6565記載。看板の劣化が顕著で、経年変化により色褪せが見られる。日本地方都市の典型的な中小企業看板の特徴を示す。,ai,商品・サービス,古い/劣化,単層
HAS-S083-a,HAS-20260531-083,HAS-20260531-083.jpg,35.5971139,139.3414917,2026-05-31 17:02:48,橋本6丁目26番地 住所表示番号標識,日本語,英語,英語(ローマ字表記),行政/公共機関,建物固定(門牌),,,top-down(標準化),,補完型,,,,緑色の円筒形標識。日本語の住所表示と下部に英語ローマ字表記(Hashimoto 6-chome Midori-ku)を併記。公式な住所案内標識。,ai,案内,現役,単層
HAS-S084-a,HAS-20260531-084,HAS-20260531-084.jpg,35.5971667,139.3414778,2026-05-31 17:02:55,T.Yマンション,日本語,—,英語(ブランド名),商業,建物固定(看板),,,top-down(標準化),,単言語型,,,,集合住宅の建物名を示す金属製看板。カタカナ表記とアルファベット頭文字を組み合わせた命名。白壁に灰色の立体的メタリック文字で施工,ai,商品・サービス,現役,単層
HAS-S085-a,HAS-20260531-085,HAS-20260531-085.jpg,35.5971611,139.3414778,2026-05-31 17:02:59,,,,,,,,,,,,,,,,ai,,,
HAS-S086-a,HAS-20260531-086,HAS-20260531-086.jpg,35.5971611,139.3414611,2026-05-31 17:03:05,歩行者用道路標識（横断歩道注意）,その他,—,—,行政/公共機関,路面固定,,,top-down(標準化),,単言語型,,,,青色三角形の日本式道路標識。歩行者と横断歩道のピクトグラムで構成。言語テキストなし、視覚的アイコンのみで情報伝達。標準的な交通安全標識。,ai,案内,現役,単層
HAS-S087-a,HAS-20260531-087,HAS-20260531-087.jpg,35.5971,139.3415361,2026-05-31 17:03:16,宮崎塗装工業（有）- 建築塗装と看板製作・設計のサービス広告,日本語,—,—,商業,建物固定(看板),,,bottom-up(ローカル自作),,単言語型,,,,黄色の背景に緑と黒の文字。上部に業務内容（一般建築塗装・吹付・塗替・速装と看板・アクリル・トタン・布デザイン製作販売）を記載。中央に企業名を大きく表示。下部に矢印で方向表示（150M先左折）と電話番号（0427-72-3477）。看板全体が日焼けと劣化が見られる。,ai,広告・宣伝,古い/劣化,単層
HAS-S088-a,HAS-20260531-088,HAS-20260531-088.jpg,35.5970889,139.3415667,2026-05-31 17:03:21,貸駐車場予約受付け,日本語,—,英語(ブランド名),商業,建物固定(看板),,,bottom-up(ローカル自作),,単言語型,,,,JR橋本駅徒歩圏内の駐車場サービス。看板上部に赤と青のセクション分けあり。下部に経営者情報と電話番号記載。劣化と日焼けが見られ、古い看板。黄色い支柱で支持されている。,ai,商品・サービス,古い/劣化,多層
HAS-S089-a,HAS-20260531-089,HAS-20260531-089.jpg,35.5970917,139.3415667,2026-05-31 17:03:27,日本アンテナ（ニッポンアンテナ）衛星放送受信用パラボラアンテナ,英語,—,英語(ブランド名),商業,建物固定(看板),,,top-down(標準化),,単言語型,,,,パラボラアンテナ本体に貼付されたメーカー銘板。白色の衛星受信アンテナに紺色と赤色の矢印ロゴが特徴。長年の屋外使用により表面が風化・汚れている。日本国内の住宅地での一般的な設置事例。,ai,商品・サービス,古い/劣化,単層
HAS-S090-a,HAS-20260531-090,HAS-20260531-090.jpg,35.5970917,139.3415833,2026-05-31 17:03:32,白チョーク落書き（人物イラスト）+ 黄色カンボジア語ステッカー + 建物窓警告看板,その他（カンボジア語）,日本語,—,個人/非正式,建物固定(壁面),,,bottom-up(ローカル自作),,平行型,,,,コンクリート柱に複数の表記が重層。①白チョークによる人物イラスト（落書き） ②黄色背景のカンボジア語ステッカー（企業・商品等のロゴ付き） ③左側窓の日本語警告看板（工事中止止表示）。都市景観の民族的多様性と非公式な標記混在を示す例。,ai,その他,古い/劣化,多層
HAS-S091-a,HAS-20260531-091,HAS-20260531-091.jpg,35.5970944,139.3415833,2026-05-31 17:03:35,地下埋設物（通信ケーブル）標識,日本語,—,英語(NTT),行政/公共機関,建物固定(門牌),,,top-down(標準化),,単言語型,,,,NTT東京の西支店による土木設備管理の標識。黄色い建設機械イラストが特徴。表面劣化が進行中。電話番号(0120-383-909)を明記。建設工事時の地下埋設物掘削注意を促す警告サイン。,ai,案内,古い/劣化,単層
HAS-S092-a,HAS-20260531-092,HAS-20260531-092.jpg,35.5970944,139.3415833,2026-05-31 17:03:39,駐車禁止標識,—,—,—,行政/公共機関,路面固定,,,top-down(標準化),,単言語型,,,,国際標準の駐車禁止マーク(赤い円に青い背景と斜線)。言語表記なく視覚的シンボルのみで構成。日本の道路交通法に基づく標識。,ai,禁止・注意,現役,単層
HAS-S093-a,HAS-20260531-093,HAS-20260531-093.jpg,35.5970889,139.3415972,2026-05-31 17:03:42,電柱識別用ラベルと配線企業ステッカー,日本語,—,英語(企業ロゴ),行政/公共機関,建物固定(その他：電柱),,,top-down(標準化),,単言語型,,,,上部：電柱管理用の公式ラベル（岩国地方開業交通局と連絡先）、中部：識別番号（95-00602）、下部：配線企業の白黒ステッカー。複数の情報源が層状に貼付された典型的な都市インフラ標識,ai,案内,古い/劣化,多層
HAS-S094-a,HAS-20260531-094,HAS-20260531-094.jpg,35.5971,139.3415972,2026-05-31 17:03:44,電柱の標識・管理番号表示,日本語,—,—,行政/公共機関,その他,,,top-down(標準化),,単言語型,,,,電柱に複数のラベルが重層的に貼付されている。上部は電柱の管理情報(住所・電話番号)、中部は区画番号(95-00002)、下部はグラフィティまたは非正式な貼付物と思われる。都市インフラの管理表示と非正式な貼付物の混在を示す典型的な言語景観。,ai,政治・行政,古い/劣化,多層
HAS-S095-a,HAS-20260531-095,HAS-20260531-095.jpg,35.5971222,139.3416444,2026-05-31 17:03:52,第1T.Yマンション専用駐車場案内看板,日本語,—,英語(レイインボー・ハウス),商業,建物固定(看板),,,top-down(標準化),,単言語型,,,,白地に青色の文字配置。虹色ロゴマークが装飾的に使用。物件名および管理会社(有限会社レインボー・ハウス)の電話番号表記。「無断駐車禁止」の禁止事項も併記。駐車場の専用性と所有権を明示する標準的な不動産案内看板。,ai,案内,現役,単層
HAS-S096-a,HAS-20260531-096,HAS-20260531-096.jpg,35.5971222,139.3418583,2026-05-31 17:04:24,中華料理店（麻辣烤鱼など）の店舗入口,中文,日本語,—,商業,建物固定(門牌),,,bottom-up(ローカル自作),,補完型,,,,左側に日本語メニュー表示（「慶游慶」）、中央に中文看板（「貴陽烤鱼」と見られる）。伝統的な東アジア建築様式の門構えで、中華街または多文化商店街の景観を形成。建物背景はモダンなレンガ造りとの対比が特徴。,ai,商品・サービス,現役,多層
HAS-S097-a,HAS-20260531-097,HAS-20260531-097.jpg,35.5971306,139.3418583,2026-05-31 17:04:29,中華料理店の看板（赤色縦型）,中文,日本語,—,商業,建物固定(看板),,,bottom-up(ローカル自作),,平行型,,,,赤地に白抜き文字の縦型看板。中文と日本語の店名表記が見られる。建築物の壁面に直接取付。上部に黄色のテキスト、中央に白い人物シルエット図案。都市部の混合言語景観を示す典型例。,ai,商品・サービス,現役,単層
HAS-S098-a,HAS-20260531-098,HAS-20260531-098.jpg,35.5971222,139.3418278,2026-05-31 17:04:38,中華料理店のメニュー看板,日本語,—,—,商業,建物固定(看板),,,top-down(標準化),,単言語型,,,,"赤い背景に白字で店名（鷹翔鳥）を表記。25品のメニュー写真を5×5のグリッド配置。各料理に日本語名と価格（¥600～¥8,800）を記載。中華料理専門店の標準的なメニュー表示。店舗外部の窓に設置された固定看板。",ai,商品・サービス,現役,単層
HAS-S099-a,HAS-20260531-099,HAS-20260531-099.jpg,35.5971222,139.3418111,2026-05-31 17:04:43,建物住所・階数表示,日本語,—,—,行政/公共機関,貼付物(ステッカー),,,top-down(標準化),,単言語型,,,,配水管または電柱に複数の住所表示ラベルが縦に貼付されている。階数や号数を示す複数の白色ステッカーが確認できる。劣化が見られるが機能している状態。,ai,案内,現役,多層
HAS-S100-a,HAS-20260531-100,HAS-20260531-100.jpg,35.5971306,139.3418278,2026-05-31 17:04:47,相模原市 標識番号15528,日本語,—,—,行政/公共機関,建物固定(門牌),,,top-down(標準化),,単言語型,,,,相模原市の街灯装置に取付けられた標準型の識別番号プレート。黄色い金属製ラベルに黒字で市名と番号を表記。都市インフラの管理・保守用途。,ai,案内,現役,単層
HAS-S101-a,HAS-20260531-101,HAS-20260531-101.jpg,35.5971444,139.3418722,2026-05-31 17:05:07,防犯カメラ作動中・CCTV in operation,日本語,英語,英語(ブランド名),商業,貼付物(ステッカー),,,top-down(標準化),,平行型,,,,トリリンガル対応。日本語(防犯カメラ作動中)、英語(CCTV in operation)、韓国語(CCTV 작동중)が併記されている。Darett Systemsというブランド名表記あり。都市部の多民族対応型の安全警告サイン。,ai,禁止・注意,現役,単層
HAS-S102-a,HAS-20260531-102,HAS-20260531-102.jpg,35.5971444,139.3418722,2026-05-31 17:05:07,防犯カメラ作動中・CCTV in operation,日本語,韓国語,英語(CCTV in operation),商業,貼付物(ステッカー),,,top-down(標準化),,平行型,,,,日本語・英語・韓国語の3言語表記。防犯カメラ作動中を通知する警告ステッカー。Carrot Systems社製。赤白配色で視認性を確保。カメラアイコン付き。,ai,禁止・注意,現役,単層
HAS-S103-a,HAS-20260531-103,HAS-20260531-103.jpg,35.5971222,139.3418722,2026-05-31 17:05:15,Bounce荷物保管サービス利用案内,英語,—,英語(ブランド名:bounce),商業,貼付物(ポスター),,,top-down(標準化),,単言語型,,,,青色背景の公式ポスター。荷物保管サービスの利用案内で、QRコードと英文テキストを含む。商業エリアの入り口ガラスに設置。,ai,広告・宣伝,現役,単層
HAS-S104-a,HAS-20260531-104,HAS-20260531-104.jpg,35.5970889,139.3418583,2026-05-31 17:05:26,SDGs Color Art Project - 橋本のまちをキャンパスに,日本語,英語,英語(プロジェクト名),行政/公共機関,貼付物(ポスター),,,top-down(標準化),,補完型,,,,相模原市によるSDGs推進キャンペーン。子どもの描いた絵をSDGsカラーのモチーフとした啓発ポスター。QRコード付き。17の持続可能開発目標のアイコンが表示されている。,ai,広告・宣伝,現役,単層
HAS-S105-a,HAS-20260531-105,HAS-20260531-105.jpg,35.5970778,139.3418722,2026-05-31 17:05:31,グラフィティ・ストリートアート,その他,—,—,個人/非正式,建物固定(壁画),,,bottom-up(ローカル自作),,単言語型,,,,抽象的・装飾的なグラフィティアート。複数の黒いマーカーで描かれた落書き。左側に幾何学的な線画、右側に顔を模した形状とテキストのような記号が見られる。正式な公告や案内ではなく、芸術的表現またはタグの形態。,ai,その他,現役,多層
HAS-S106-a,HAS-20260531-106,HAS-20260531-106.jpg,35.5970417,139.3419194,2026-05-31 17:05:38,THE KNIGHT CLUB バー看板,英語,日本語,英語(店舗名),商業,建物固定(看板),,,bottom-up(ローカル自作),,補完型,,,,白地にナイト騎士のイラスト装飾、青い下部パネル付き。劣化が目立つ。建物脇に複数のナンバープレートと店舗サイン(Route 66標識含む)が重層的に設置されている。歴史的バーの外観を示す記号体系。,ai,商品・サービス,古い/劣化,多層
HAS-S107-a,HAS-20260531-107,HAS-20260531-107.jpg,35.5970222,139.3419333,2026-05-31 17:05:46,BAR & DINING バーのメニュー看板,日本語,英語,英語（ブランド名・カクテル名など）,商業,貼付物(ポスター),,,top-down(標準化),,補完型,,,,2枚のポスター（メインメニューとカクテルメニュー）が重ねられて窓に掲示されている。頻繁に更新される営業情報の上部に貼り付けられた掲示形態。カクテル、ビール、ソフトドリンク、つまみなどのカテゴリー別メニュー構成。価格表記あり。QRコードも含まれている。,ai,商品・サービス,現役,多層
HAS-S108-a,HAS-20260531-108,HAS-20260531-108.jpg,35.5970417,139.3419194,2026-05-31 17:05:50,ライセンスプレート・装飾看板のコラージュ,英語,—,英語(ブランド名・ナンバープレート),個人/非正式,建物固定(壁面),,,bottom-up(ローカル自作),,単言語型,,,,Route 66やアメリカ各州のナンバープレート、Jack Danielsなどのブランドステッカーを木製パネルに多層貼付したコレクション展示。アメリカの道路文化・ノスタルジアをテーマにした装飾。下段左側に『PRIVATE PROPERTY NO TRESPASSING』の警告看板も併設。,ai,装飾・コレクション,古い/劣化,多層
HAS-S109-a,HAS-20260531-109,HAS-20260531-109.jpg,35.5970472,139.3419333,2026-05-31 17:05:54,,,,,,,,,,,,,,,,ai,,,
HAS-S110-a,HAS-20260531-110,HAS-20260531-110.jpg,35.5970694,139.3419806,2026-05-31 17:06:06,飲食店（バー）の看板、中国語縦書き看板、建物入口サイン,日本語,中文,英語,商業,建物固定(看板),,,bottom-up(ローカル自作),,補完型,,,,左側に中国語縦書き看板（赤文字）、右側に複数の飲食店の看板が重層的に存在。バー関連のサイン複数。建物劣化、看板の一部が古くなっている。都市の下町的景観を呈している。,ai,商品・サービス,古い/劣化,多層
HAS-S111-a,HAS-20260531-111,HAS-20260531-111.jpg,35.5970806,139.342025,2026-05-31 17:06:13,居酒屋「魚男」の求人・営業案内看板,日本語,—,—,商業,建物固定(看板),,,bottom-up(ローカル自作),,単言語型,,,,社員・アルバイト募集の白地看板と営業案内、暖簾、ポスター、案内掲示板が複合的に配置。古民家風の外観を持つ海鮮居酒屋。複数の告知物が重層的に貼付されている状態。,ai,商品・サービス,現役,多層
HAS-S112-a,HAS-20260531-112,HAS-20260531-112.jpg,35.5970944,139.342025,2026-05-31 17:06:20,社員・アルバイト募集,日本語,—,—,商業,建物固定(看板),,,bottom-up(ローカル自作),,単言語型,,,,手作り感のある白い方形パネルに黒い毛筆書きで「社員・アルバイト」と「募集」の文字。木製のルーバー背景に設置。小規模店舗の採用告知看板,ai,広告・宣伝,現役,単層
HAS-S113-a,HAS-20260531-113,HAS-20260531-113.jpg,35.597125,139.342025,2026-05-31 17:06:26,,,,,,,,,,,,,,,,ai,,,
HAS-S114-a,HAS-20260531-114,HAS-20260531-114.jpg,35.5971139,139.342025,2026-05-31 17:06:33,さがみはら中小企業支援キャンペーン「おトクにお買いもの」最大20%還元,日本語,—,英語(ブランド名:au PAY、PayPay、楽天ペイ、R Pay等),行政/公共機関,貼付物(ポスター),,,top-down(標準化),,単言語型,,,,相模原市による期間限定キャンペーン(2026年5月20日～6月19日)。キャッシュレス決済手段(au PAY、d払い、PayPay、楽天ペイ)を使用した消費支援。中小企業支援が目的。フローラルデザイン(紫陽花)で装飾。連絡先電話番号と市ロゴ記載。,ai,広告・宣伝,現役,単層
HAS-S115-a,HAS-20260531-115,HAS-20260531-115.jpg,35.5971056,139.342025,2026-05-31 17:06:36,魚男 アルバイト募集,日本語,—,—,商業,貼付物(ポスター),,,bottom-up(ローカル自作),,単言語型,,,,手描きの魚のイラスト入り。価格130円の記載あり。電話番号042-810-8372が記載されている。木製の壁面に装着されており、木枠・ビスで固定されている。店舗の募集案内と思われる。,ai,広告・宣伝,古い/劣化,単層
HAS-S116-a,HAS-20260531-116,HAS-20260531-116.jpg,35.5970917,139.342025,2026-05-31 17:06:40,魚男からのお願い（駐車場案内と営業情報告知）,日本語,—,—,商業,貼付物(ポスター),,,bottom-up(ローカル自作),,単言語型,,,,複数の手書き及び印刷ポスターが重ねられている。上段は営業情報（1230円の商品案内、電話番号042-810-8372）、中段は駐車場に関する案内、下段は顧客向けの要望メッセージ。木製の門扉に青ピンで固定されている。手書きと印刷の混合型で、店舗が情報更新を随時行う形式と見られる。,ai,案内,現役,多層
HAS-S117-a,HAS-20260531-117,HAS-20260531-117.jpg,35.5970917,139.342025,2026-05-31 17:06:41,お客様へのお願い（傘の取り扱い注意）,日本語,—,—,商業,貼付物(ポスター),,,bottom-up(ローカル自作),,単言語型,,,,木製の門に青いタックピンで複数枚貼付。上段は駐車場利用に関する案内で魚男本店店主署名。下段の「お客様へのお願い」は傘の取り扱いに関する注意書き。手書きと印刷の混在で、劣化・褪色が見られる。店舗利用者向けの非公式な指示・マナー喚起と推定される。,ai,禁止・注意,現役,多層
HAS-S118-a,HAS-20260531-118,HAS-20260531-118.jpg,35.5970917,139.342025,2026-05-31 17:06:49,一生懸命営業中,日本語,—,—,商業,その他,,,bottom-up(ローカル自作),,単言語型,,,,木製の縦長看板に毛筆で書かれた営業中を示す看板。錨のオブジェと共に、港町や海関連の飲食店などの入口に設置されている典型的なローカル商業サイン。手書き感が強く、店主による自作の可能性が高い。,ai,商品・サービス,現役,単層
HAS-S119-a,HAS-20260531-119,HAS-20260531-119.jpg,35.5969778,139.3421028,2026-05-31 17:07:03,居酒屋メニュー・営業情報掲示,日本語,—,—,商業,貼付物(ポスター),,,bottom-up(ローカル自作),,単言語型,,,,木製フレーム内に複数の手書きメニュー表が貼付。上段は料理メニュー詳細、下段は日本酒・焼酎等の飲料メニュー。手書きで頻繁に更新される営業情報と考えられる。居酒屋の外装に設置された案内サイン。,ai,商品・サービス,現役,多層
HAS-S120-a,HAS-20260531-120,HAS-20260531-120.jpg,35.5969667,139.3421778,2026-05-31 17:07:17,おさかな屋営業カレンダー,日本語,—,—,商業,貼付物(ポスター),,,bottom-up(ローカル自作),,単言語型,,,,手書きの営業日カレンダー。5月分。定休日を赤で囲み圏示。店舗の営業予定を公開する自作掲示物。柵に貼付された一時掲示。,ai,生活情報,現役,単層
HAS-S121-a,HAS-20260531-121,HAS-20260531-121.jpg,35.5969667,139.3421778,2026-05-31 17:07:20,トトクにお願いもの キャンペーン告知ポスター,日本語,—,英語(WARMING),行政/公共機関,貼付物(ポスター),,,top-down(標準化),,単言語型,,,,岐阜県瑞穂市の自治体キャンペーン。中小企業向けの20%割引キャンペーン(2025年5月20日～6月19日)。WARMINGはマスコット関連の英語テキスト。複数の情報が重層的に配置されている。,ai,広告・宣伝,現役,多層
HAS-S122-a,HAS-20260531-122,HAS-20260531-122.jpg,35.5969583,139.3422083,2026-05-31 17:07:30,給湯器・エアコン室外機に貼付された製品情報ラベル,日本語,—,—,商業,貼付物(ステッカー),,,top-down(標準化),,単言語型,,,,給湯器に貼付された赤色の製品ラベルに日本語で型番・製造情報等が記載されている。屋外の共用スペースに設置された機器に対する標準的な識別・管理用の貼り紙,ai,生活情報,現役,単層
HAS-S123-a,HAS-20260531-123,HAS-20260531-123.jpg,35.5969472,139.342225,2026-05-31 17:07:34,橋本医院の住所・電話番号表示,日本語,—,—,商業,路面固定,,,top-down(標準化),,単言語型,,,,医院の電話番号(774-4686/774-4687)と住所(橋本6-26)を記載。柱に複数の貼付物が重ねられており、下部に黄緑色の装飾ラップが施されている。禁止標識(駐車禁止)が同じ柱に併設。,ai,商品・サービス,現役,多層
HAS-S124-a,HAS-20260531-124,HAS-20260531-124.jpg,35.5969861,139.3422556,2026-05-31 17:07:44,駅前ビル・賃貸広告と手書き案内,日本語,—,—,商業と個人/非正式の混在,建物固定(看板)と貼付物(ステッカー)と手書き紙の混在,,,mixed(標準化と非正式の混在),,単言語型,,,,柱に複数の情報が重層的に貼られている。正規の賃貸広告（774の電話番号表記）、丸で囲まれた禁止ステッカー、手書きの小さな案内紙（階数・部屋番号の指示か）が見られる。典型的な日本の都市部における多層的言語景観の例。手書き部分は非正規のボトムアップ情報と考えられる。,ai,広告・宣伝と案内の混合,現役/古い,多層
